combo,rep,scheme,ok,log_xi,log_xi_true,a0,a1,lam,q
0,65,b,1,8.885532531090986,9.672761633543844,1.4029606899661626,0.20739155225035966,1979.7492065740662,0.09707708142178002
0,65,c,1,9.852716981206994,9.672761633543844,-2.3724890089348487,1.7578955312083624,0.2236133699705218,0.46638712533531895
0,66,b,1,9.530263211733613,9.672761633543844,-6.397670752611525,3.4342509311069067,0.00012340980519444218,0.9065341783101926
0,66,c,1,8.611757027179586,9.672761633543844,-4.284762447219473,1.5157626148075458,0.0025086474616632334,0.751987393013202
0,67,b,1,9.470621197438941,9.672761633543844,1.5539040528307404,0.2943497138877393,1616.330441431163,0.0740191164434507
0,67,c,1,10.034521884868807,9.672761633543844,-0.6365095564685401,1.3271545231360076,4.305526539975768,0.2826039351016993
0,96,b,1,8.773399668030263,9.672761633543844,1.7488306307897508,0.14505817442343297,8103.073803580298,0.06016799881508854
0,96,c,1,9.75378323219296,9.672761633543844,-1.4876006360481036,1.5312169462079979,0.9989524783659657,0.3791980221705677
0,97,b,1,9.593723442035806,9.672761633543844,1.7529735176813244,0.2082411959334099,8103.083888628098,0.054580227714755
0,97,c,1,10.098976470950202,9.672761633543844,-2.035714862407386,1.9391257865201226,0.3218648131083565,0.42034471303172455
0,98,b,1,10.050611972758793,9.672761633543844,-6.593835627154023,3.918823203248968,0.00012340980431905588,0.8801943708851078
0,98,c,1,8.953330600342833,9.672761633543844,-2.2062635935011645,1.2028481037266887,0.17042747803285127,0.49152748713798605
0,99,b,1,9.085780804867435,9.672761633543844,-0.35356225514222844,0.7908206068676754,8.73685847358593,0.2817491092771124
0,99,c,1,9.995579483761544,9.672761633543844,-1.3975381202930435,1.6013670757194447,1.067430928390216,0.36047878562803715
0,108,b,1,9.473912628789819,9.672761633543844,-3.2953184363395955,1.885325537838611,0.020212362300648896,0.5797311405221384
0,108,c,1,9.619948791618594,9.672761633543844,-2.1312858506671466,1.6906325796020392,0.27004605274422083,0.4512858199772295
0,109,b,1,10.887505140986168,9.672761633543844,-6.936355758587901,4.901572847434072,0.00012340980424192273,0.8453259613595001
0,109,c,1,10.108349770997458,9.672761633543844,-3.0173775384405497,2.3142410428499733,0.08292554563575702,0.5194831225696563
0,110,b,1,9.267166265784196,9.672761633543844,-6.256811159470883,2.8716790044782012,0.0001234098208821687,0.9160798776192253
0,110,c,1,8.612280981175834,9.672761633543844,-3.187007446153475,1.1915944776912961,0.018619694155215496,0.6231826650965546
0,111,b,1,9.671403432588523,9.672761633543844,1.5239953100333592,0.31938402261328847,4813.166402880945,0.07773176311084017
0,111,c,1,10.060706459199013,9.672761633543844,-1.788009393847713,1.7892437486444381,0.6512389060720398,0.3982430863588891
0,124,b,1,8.425104820923908,9.672761633543844,-0.7887646943746247,0.7763159598714233,1.2002395294805892,0.34699336459194896
0,124,c,1,9.057849670445991,9.672761633543844,-1.10651947982507,1.1549891317737382,1.1062643652259299,0.36231188604684167
0,125,b,1,8.97408688893424,9.672761633543844,-0.9734428165066003,1.0371631437184816,1.2543876696358958,0.3498335863468888
0,125,c,1,9.24309463361546,9.672761633543844,-1.4959614721646137,1.2795218892112392,0.6244512899296377,0.3985370029301394
0,126,b,1,9.868052741084098,9.672761633543844,1.736568053222431,0.24190572957258516,8103.083881519435,0.05476823715131009
0,126,c,1,10.044093788982519,9.672761633543844,-1.628885007187136,1.662181151244647,0.830308397014595,0.38273843755678744
